speaker,cg,generation,sampler,sampled_w_idx,selected_u,listener_belief,speaker_belief,location_pref,name,school/company,major,w_idx,cg_speaker_prob,cg_listener_prob
b,approx,12,threshold,-1,NULL,0.047619047619047616,0.1312989835635211,indoor,Sally,University of New Orleans,German,1,0.1159587646755945,0.12863905461395422
b,approx,12,threshold,-1,NULL,0.047619047619047616,0.15594439431809218,outdoor,Katie,University of New Orleans,Astronomy,2,0.16608509136252994,0.17304108935701693
b,approx,12,threshold,-1,NULL,0.047619047619047616,0.10629154877103766,indoor,Ina,University of New Orleans,Astronomy,3,0.0626118068187574,0.09263807127226759
b,approx,12,threshold,-1,NULL,0.047619047619047616,0.13074701677991046,outdoor,Gwen,University of New Orleans,German,4,0.1190747507583308,0.12356906656660024
b,approx,12,threshold,-1,NULL,0.047619047619047616,0.0918784434364884,indoor,Diana,University of New Orleans,German,5,0.04821799099006705,0.06338588919624381
b,approx,12,threshold,-1,NULL,0.23809523809523808,0.10564673252027494,outdoor,Felicity,University of New Orleans,Astronomy,6,0.06411946145673177,0.08855382429258757
b,approx,12,threshold,-1,NULL,0.047619047619047616,0.07665695346409321,indoor,Tara,University of New Orleans,Astronomy,7,0.028960115520742416,0.04368234478439793
a,approx,13,threshold,0,They study a humanity,0,0,undefined,undefined,undefined,undefined,-1,0.03640195398699828,0.022277011939032625
a,approx,13,threshold,0,They study a humanity,0.2536452949040347,0.47619047619047616,outdoor,Nancy,University of New Orleans,German,0,0.2735641271819243,0.4346271265314968
a,approx,13,threshold,0,They study a humanity,0.15264135930998649,0.047619047619047616,indoor,Sally,University of New Orleans,German,1,0.14449631414466257,0.12219212371203206
a,approx,13,threshold,0,They study a humanity,0.11995722639853246,0.047619047619047616,outdoor,Katie,University of New Orleans,Astronomy,2,0.1442009077975141,0.1277577625865615
a,approx,13,threshold,0,They study a humanity,0.08176272982387513,0.047619047619047616,indoor,Ina,University of New Orleans,Astronomy,3,0.07719839272688966,0.048162928322121074
a,approx,13,threshold,0,They study a humanity,0.15124551752840323,0.047619047619047616,outdoor,Gwen,University of New Orleans,German,4,0.13956986436495228,0.125817634718981
a,approx,13,threshold,0,They study a humanity,0.10051426743180797,0.047619047619047616,indoor,Diana,University of New Orleans,German,5,0.07437163223290426,0.047565737591717866
a,approx,13,threshold,0,They study a humanity,0.08126671732328843,0.23809523809523808,outdoor,Felicity,University of New Orleans,Astronomy,6,0.07379485357715632,0.049322662659024435
a,approx,13,threshold,0,They study a humanity,0.058966887280071704,0.047619047619047616,indoor,Tara,University of New Orleans,Astronomy,7,0.03640195398699828,0.022277011939032625
b,approx,14,threshold,0,They like being outdoors,0,0,undefined,undefined,undefined,undefined,-1,0.018564176615860517,0.028001503066921746
b,approx,14,threshold,0,They like being outdoors,0.4773837433641395,0.2536452949040347,outdoor,Nancy,University of New Orleans,German,0,0.4835175804151534,0.32565754097076893
b,approx,14,threshold,0,They like being outdoors,0.047393364928909956,0.15264135930998649,indoor,Sally,University of New Orleans,German,1,0.10182676976002669,0.11115101088050965
b,approx,14,threshold,0,They like being outdoors,0.04761965071026007,0.11995722639853246,outdoor,Katie,University of New Orleans,Astronomy,2,0.11442251879961375,0.159507574160154
b,approx,14,threshold,0,They like being outdoors,0.047393364928909956,0.08176272982387513,indoor,Ina,University of New Orleans,Astronomy,3,0.04013577360176756,0.05938337902068434
b,approx,14,threshold,0,They like being outdoors,0.047618300472846466,0.15124551752840323,outdoor,Gwen,University of New Orleans,German,4,0.1127582622275845,0.1538153714100964
b,approx,14,threshold,0,They like being outdoors,0.047393364928909956,0.10051426743180797,indoor,Diana,University of New Orleans,German,5,0.039638114659764884,0.0572089478714648
b,approx,14,threshold,0,They like being outdoors,0.23780484573711413,0.08126671732328843,outdoor,Felicity,University of New Orleans,Astronomy,6,0.07057262730436804,0.07727316955247825
b,approx,14,threshold,0,They like being outdoors,0.047393364928909956,0.058966887280071704,indoor,Tara,University of New Orleans,Astronomy,7,0.018564176615860517,0.028001503066921746
a,approx,15,threshold,0,They study a humanity,0,0,undefined,undefined,undefined,undefined,-1,0.02333458588910146,0.014280135858354246
a,approx,15,threshold,0,They study a humanity,0.30519707288265396,0.4773837433641395,outdoor,Nancy,University of New Orleans,German,0,0.35088733961087165,0.5486602148167227
a,approx,15,threshold,0,They study a humanity,0.1627910564147452,0.047393364928909956,indoor,Sally,University of New Orleans,German,1,0.12539640574997046,0.09965471822529713
a,approx,15,threshold,0,They study a humanity,0.09227478953733265,0.04761965071026007,outdoor,Katie,University of New Orleans,Astronomy,2,0.13292297846679502,0.08801732215354906
a,approx,15,threshold,0,They study a humanity,0.062894407556827,0.047393364928909956,indoor,Ina,University of New Orleans,Astronomy,3,0.049486149183903635,0.030873672001359667
a,approx,15,threshold,0,They study a humanity,0.1668581083866144,0.047618300472846466,outdoor,Gwen,University of New Orleans,German,4,0.16466282249407788,0.11316916631181137
a,approx,15,threshold,0,They study a humanity,0.10211256168078048,0.047393364928909956,indoor,Diana,University of New Orleans,German,5,0.06558082475577996,0.03677799838657627
a,approx,15,threshold,0,They study a humanity,0.06251285947945262,0.23780484573711413,outdoor,Felicity,University of New Orleans,Astronomy,6,0.06439430796039855,0.05428663638797543
a,approx,15,threshold,0,They study a humanity,0.045359144061593616,0.047393364928909956,indoor,Tara,University of New Orleans,Astronomy,7,0.02333458588910146,0.014280135858354246
undefined
